Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",2/2/2024,8980,Shop/Kiosk,47 Merchant Street,47 Merchant Street City Centre Bristol BS1 3EE,,,,BS1 3EE,Central,359128,173387,Freehold Reversion,,Land and Building(s),0,0.0139,,Investment Properties
"Bristol, City of",2/2/2024,8981,Land-Retail/Commercial,49 Merchant Street,49 Merchant Street City Centre Bristol BS1 3EE,49,Merchant Street,Bristol,BS1 3EE,Central,359124,173396,Freehold,,Land only,0,0.0422,,Investment Properties
"Bristol, City of",2/2/2024,8982,Shop/Kiosk,51 Merchant Street,51 Merchant Street City Centre Bristol BS1 3EE,51,Merchant Street,Bristol,BS1 3EE,Central,359119,173412,Freehold,,Land and Building(s),0,0.0132,,Investment Properties
"Bristol, City of",2/2/2024,8984,Shop/Kiosk,53 Merchant Street,53 Merchant Street City Centre Bristol BS1 3EE,,,,BS1 3EE,Central,359122,173451,Freehold,,Land and Building(s),0,0.0087,,Investment Properties
"Bristol, City of",2/2/2024,9369,Shop/Kiosk,1-36 The Arcade,1-36 The Arcade City Centre Bristol BS1 3JA,1,The Arcade,Bristol,BS1 3JA,Central,359093,173344,Freehold,,Land and Building(s),0,0.146896,,Investment Properties
"Bristol, City of",2/2/2024,6729,Shop/Kiosk,191 Sturminster Road,191 Sturminster Road Stockwood Bristol BS14 8EJ,191,Sturminster Road,Bristol,BS14 8EJ,Stockwood,361606,168566,Freehold,,Land and Building(s),,0.023598,,Investment Properties
"Bristol, City of",2/2/2024,10318,Store/Depot/Warehouse,Days Road - Premises At Junction With Kingsland Road,Days Road - Premises At Junction With Kingsland Road St Philips Bristol BS2 0QS,,Kingsland Road,Bristol,BS2 0QS,Lawrence Hill,360226,172756,Freehold,,Land and Building(s),,0.131503,,Investment Properties
"Bristol, City of",2/2/2024,10319,Store/Depot/Warehouse,Tower House - Parking Services,Tower House - Parking Services Days Road St Philips Bristol BS2 0QS,,Days Road,Bristol,BS2 0QS,Lawrence Hill,360261,172778,Freehold,,Land and Building(s),489.88,0.106207,Yes,Investment Properties
"Bristol, City of",2/2/2024,10320,Store/Depot/Warehouse,Carlyle Business Centre,Carlyle Business Centre Days Road / Queen Victoria Street St Philips Bristol BS2 0QR,,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360282,172788,Freehold,,Land and Building(s),0,0.079658,,Investment Properties
"Bristol, City of",2/2/2024,10321,Store/Depot/Warehouse,4 Queen Victoria Street,4 Queen Victoria Street St Philips Bristol BS2 0QR,4,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360237,172729,Freehold,,Land and Building(s),,0.070858,,Investment Properties
"Bristol, City of",2/2/2024,7998,Scout/Guide Building Land,249th Bristol South East Scouts,249th Bristol South East Scouts St Annes Terrace Brislington Bristol BS4 4DY,,St Annes Terrace,Bristol,BS4 4DY,Brislington West,362189,172133,Freehold,,Land only,,0.189429,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8005,Land-Playingfield/Playground/Sports,Shirehampton FC,Shirehampton FC Changing Rooms/Five-a-Side Pitch Penpole Lane Shirehampton Bristol BS11 0EA,,Penpole Lane,Bristol,BS11 0EA,Avonmouth & Lawrence Weston,353549,177154,Freehold,,Land only,,0.131997,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8010,Land-Playingfield/Playground/Sports,Shirehampton Recreation Ground,Shirehampton Recreation Ground Penpole Lane Shirehampton Bristol,,Penpole Lane,Bristol,BS11 0AU,Avonmouth & Lawrence Weston,353701,177145,Freehold,,Land only,,1.597812,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8016,Land-Public Park,Greville Smyth Park,Greville Smyth Park Ashton Road Ashton Bristol,,Ashton Road,Bristol,BS3 2EQ,Southville,357047,171693,Freehold,,Land only,,9.49245,Yes,Community
"Bristol, City of",2/2/2024,10345,Industrial/Workshop,Emmaus Bristol,Emmaus Bristol Barton Manor St Philips Bristol BS2 0RL,,Barton Manor,Bristol,BS2 0RL,Lawrence Hill,360050,172977,Freehold,,Land and Building(s),0,0.098997,,Investment Properties
"Bristol, City of",2/2/2024,10346,Store/Depot/Warehouse,Barton Manor - Premises At,Barton Manor - Premises At Barton Manor St Philips Bristol BS2 0RP,,Barton Manor,Bristol,BS2 0RP,Lawrence Hill,360174,172993,Freehold,,Land and Building(s),0,0.164209,,Investment Properties
"Bristol, City of",2/2/2024,16942,Public House,Llandoger Trow And Hotel,Llandoger Trow And Hotel King Street City Centre Bristol BS1 4ER,,King Street,Bristol,BS1 4ER,Central,358889,172707,Freehold,,Land and Building(s),1000,0.1136,,Investment Properties
"Bristol, City of",2/2/2024,9439,Store/Depot/Warehouse,Avonbridge Trading Estate,Avonbridge Trading Estate Atlantic Road Avonmouth Bristol BS11 9QD,,Atlantic Road,Bristol,BS11 9QD,Avonmouth & Lawrence Weston,352346,177870,Freehold,,Land and Building(s),0,4.699605,,Investment Properties
"Bristol, City of",2/2/2024,9440,Store/Depot/Warehouse,Atlantic Road - Premises At,Atlantic Road - Premises At Avonmouth Bristol BS11 9DU,,,,BS11 9DU,Avonmouth & Lawrence Weston,352489,177911,Freehold,,Land and Building(s),0,6.896585,,Investment Properties
"Bristol, City of",2/2/2024,9443,Land-Quay/Marina/Slipway/Mooring,Bristol Marina,Bristol Marina Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Hotwells & Harbourside,357752,172237,Freehold,,Land only,,1.763577,,Investment Properties
"Bristol, City of",2/2/2024,9445,Store/Depot/Warehouse,Unit 33 Albion Dockside Estate,Unit 33 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Hotwells & Harbourside,357783,172233,Freehold,,Land and Building(s),300,0.0284,,Investment Properties
"Bristol, City of",2/2/2024,9831,Land-Residential,Whittock Road - Land To The East Of Whittock Square,Whittock Road - Land To The East Of Whittock Square Stockwood Bristol BS14 8DA,,,,BS14 8DA,Stockwood,361862,169041,Freehold,,Land only,,0.43443,Yes,Direct Service
"Bristol, City of",2/2/2024,139844,Shop/Kiosk,26 And 27-29 College Green -Ground Floor And Basements Of,26 And 27-29 College Green -Ground Floor And Basements Of City Centre Bristol BS1 5SF,,,,BS1 5SF,Central,358371,172847,Freehold Reversion,,Land and Building(s),,0.026552,,Investment Properties
"Bristol, City of",2/2/2024,9446,Industrial/Workshop,Units 39-40 Albion Dockside Estate,Units 39-40 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6TZ,,Hanover Place,Bristol,BS1 6TZ,Hotwells & Harbourside,357753,172284,Freehold,,Land and Building(s),625,0.089483,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,138444,Primary School,Ashley Down Primary School,Ashley Down Primary School Downend Road Ashley Down Bristol BS7 9PE,,,,BS7 9PE,Bishopston & Ashley Down,359497,176236,Freehold,,Land and Building(s),2127.2,0.44492,Yes,Direct Service
"Bristol, City of",2/2/2024,10387,House Service Occupancy,Ashton Court - Premises At,,,,,BS41 ,Outside Bristol,,,Freehold,Vacant,Land and Building(s),106,0.0133,Yes,Direct Service
"Bristol, City of",2/2/2024,10389,Cafe/Restaurant,Golf Cafe Hub And Car Park,Golf Cafe Hub And Car Park Ashton Court Estate Kennal Lodge Road Long Ashton North Somerset BS8 3PX,,Kennel Lodge Road,Bristol,BS8 3PX,Outside Bristol,356123,172018,Freehold,,Land and Building(s),140.2,0.375347,Yes,Direct Service
"Bristol, City of",2/2/2024,10351,Store/Depot/Warehouse,Kingsland House,Kingsland House Unit C Kingsland Close St Philips Bristol BS2 0RJ,,Kingsland Close,Bristol,BS2 0RJ,Lawrence Hill,360092,172930,Freehold,,Land and Building(s),0,0.074289,,Investment Properties
"Bristol, City of",2/2/2024,10371,Store/Depot/Warehouse,Castle Park - Bristol Castle Vaulted Chambers,Castle Park - Bristol Castle Vaulted Chambers Castle Street City Centre Bristol BS1 3AA,,,,BS1 3AA,Central,359372,173131,Freehold,,Land and Building(s),118.1,0.017347,Yes,Heritage Assets
"Bristol, City of",2/2/2024,10373,Store/Depot/Warehouse,Castle Park - Former Council Depot,Castle Park - Former Council Depot Queen Street St Philips Bristol BS2 0JB,,Queen Street,Bristol,BS2 0JB,Central,359293,173076,Freehold,,Land and Building(s),115.4,0.0663,Yes,Direct Service
"Bristol, City of",2/2/2024,10376,Store/Depot/Warehouse,Bamfield House,Bamfield House Bamfield Whitchurch Bristol BS14 0XD,,Bamfield,Bristol,BS14 0XD,Hengrove & Whitchurch Park,359929,168033,Freehold,,Land and Building(s),0,0.37832,,Investment Properties
"Bristol, City of",2/2/2024,10377,Store/Depot/Warehouse,Bamfield / Whitchurch Lane - Premises At,Bamfield / Whitchurch Lane - Premises At Hengrove Bristol BS14 0BH,,Bamfield,Bristol,BS14 0BH,Hengrove & Whitchurch Park,359819,167862,Freehold,,Land and Building(s),,0.805013,,Investment Properties
"Bristol, City of",2/2/2024,10378,Store/Depot/Warehouse,Albatross Road - Premises At,,,,,BS14 ,Hengrove & Whitchurch Park,,,Freehold,Vacant,Land and Building(s),1572.9,0.456406,,Assets Under Construction
"Bristol, City of",2/2/2024,10380,House/Houses,Ashton Court Mansion,Ashton Court Mansion Ashton Court Kennel Lodge Road Long Ashton BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Outside Bristol,355741,171824,Freehold,,Land and Building(s),1662.2,0.63546,Yes,Direct Service
"Bristol, City of",2/2/2024,137163,Special School,Wing Occupied By Claremont Special School (Secondary),Wing Occupied By Claremont Special School (Secondary) Redland Green School Redland Court Road Redland Bristol BS6 7EH,,Redland Court Road,Bristol,BS6 7EH,Redland,358268,175143,Management Agreement,,Building(s) only,,0.149606,Yes,Direct Service
"Bristol, City of",2/2/2024,138249,Offices,The Brunel Building - Part Of Sixth Floor,The Brunel Building - Part Of Sixth Floor Southmead Hospital Southmead Road Bristol BS10 5NB,,,,BS10 5NB,Horfield,359076,177642,Licence,,Building(s) only,,0.098163,Yes,Direct Service
"Bristol, City of",2/2/2024,20389,Land-Verge,Highridge Road - Land Fronting 2,Highridge Road - Land Fronting 2 Highridge Road Bishopsworth Bristol,2,Highridge Road,Bristol,BS13 8HA,Bishopsworth,356917,168407,Freehold,,Land only,,0.0027,,Infrastructure
"Bristol, City of",2/2/2024,9259,Offices,CEED Building,CEED Building 97-107 Wilder Street St Pauls Bristol BS2 8QU,97,Wilder Street,Bristol,BS2 8QU,Ashley,359336,173858,Freehold,,Land and Building(s),,0.122632,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,9372,Land-Residential,Gaywood House - Amenity Land Adjacent,Gaywood House - Amenity Land Adjacent North Street Bedminster Bristol,,North Street,Bristol,BS3 3BA,Bedminster,357977,171398,Freehold,,Land only,,0.085833,Yes,Direct Service
"Bristol, City of",2/2/2024,9373,Health Centre/Surgery,Gaywood House Surgery,Gaywood House Surgery North Street Bedminster Bristol BS3 3BA,,North Street,Bristol,BS3 3BA,Bedminster,357977,171398,Freehold,,Land and Building(s),,0.036305,,Investment Properties
"Bristol, City of",2/2/2024,13672,Land-Farm/Agriculture,Hallen Farm,Hallen Farm Severn Road Avonmouth Bristol BS10 7RZ,,Severn Road,Bristol,BS10 7RZ,Avonmouth & Lawrence Weston,354662,180364,Freehold,,Land and Building(s),296.2,30.004324,,Investment Properties
"Bristol, City of",2/2/2024,6487,Store/Depot/Warehouse,C Bond,C Bond Clift House Road Ashton Gate Bristol BS3 1RY,,Clift House Road,Bristol,BS3 1RY,Southville,357010,171924,Freehold,,Land and Building(s),17000,0.419073,,Investment Properties
"Bristol, City of",2/2/2024,10322,Store/Depot/Warehouse,11-14 Queen Victoria Street,11-14 Queen Victoria Street St Philips Bristol BS2 0QR,11,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360286,172759,Freehold,,Land and Building(s),0,0.0279,,Investment Properties
"Bristol, City of",2/2/2024,10323,Store/Depot/Warehouse,18-25 Queen Victoria Street,18-25 Queen Victoria Street St Philips Bristol BS2 0QR,18,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360313,172772,Freehold,,Land and Building(s),0,0.074921,,Investment Properties
"Bristol, City of",2/2/2024,10325,Store/Depot/Warehouse,55 Days Road,55 Days Road St Phillips Bristol BS2 0QS,55,Days Road,Bristol,BS2 0QS,Lawrence Hill,360233,172822,Mixed Title,,Land and Building(s),,0.111677,,Investment Properties
"Bristol, City of",2/2/2024,10326,Store/Depot/Warehouse,57 Days Road - Unit 1,57 Days Road - Unit 1 Days Road St Philips Bristol BS2 0QS,57,Days Road,Bristol,BS2 0QS,Lawrence Hill,360263,172841,Freehold,,Land and Building(s),0,0.096129,,Investment Properties
"Bristol, City of",2/2/2024,10328,Store/Depot/Warehouse,59 Days Road,59 Days Road St Philips Bristol BS2 0QS,59,Days Road,Bristol,BS2 0QS,Lawrence Hill,360195,172761,Mixed Title,,Land and Building(s),,0,,Investment Properties
"Bristol, City of",2/2/2024,10329,Industrial/Workshop,Units 1 And 2 Sussex Street,Units 1 And 2 Sussex Street St Philips Bristol BS2 0RA,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360240,172864,Freehold,,Land and Building(s),,0.1063,,Investment Properties
"Bristol, City of",2/2/2024,10330,Store/Depot/Warehouse,1 Sussex Street,1 Sussex Street St Philips Bristol BS2 0RD,,Sussex Street,Bristol,BS2 0RD,Lawrence Hill,360214,172853,Freehold,,Land and Building(s),0,0.157296,,Investment Properties
"Bristol, City of",2/2/2024,10331,Store/Depot/Warehouse,Fileturn House,Fileturn House 90 Kingsland Road St Philips Bristol BS2 0QZ,90,Kingsland Road,Bristol,BS2 0QZ,Lawrence Hill,360175,172832,Freehold,,Land and Building(s),1000,0.127755,,Investment Properties
"Bristol, City of",2/2/2024,10332,Store/Depot/Warehouse,92-98 Kingsland Road,92-98 Kingsland Road St Philips Bristol BS2 0QZ,92,Kingsland Road,Bristol,BS2 0QZ,Lawrence Hill,360190,172818,Freehold,,Land and Building(s),0,0.0941,,Investment Properties
"Bristol, City of",2/2/2024,10333,Store/Depot/Warehouse,61 Days Road,61 Days Road St Philips Bristol BS2 0AY,61,Days Road,Bristol,BS2 0AY,Lawrence Hill,360314,172887,Freehold,,Land and Building(s),,,,Investment Properties
"Bristol, City of",2/2/2024,10334,Store/Depot/Warehouse,Sussex Street - Premises At,Sussex Street - Premises At St Philips Bristol BS2 0RA,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360229,172911,Freehold,,Land and Building(s),0,0.031973,,Investment Properties
"Bristol, City of",2/2/2024,10335,Store/Depot/Warehouse,6 - 8 Sussex Street,6 - 8 Sussex Street St Philips Bristol BS2 0RB,6,Sussex Street,Bristol,BS2 0RB,Lawrence Hill,360247,172929,Freehold,,Land and Building(s),0,0.1125,,Investment Properties
"Bristol, City of",2/2/2024,10336,Industrial/Workshop,Folly Lane - Premises At,Folly Lane - Premises At Sussex Street St Philips Bristol BS2 0RA,,Folly Lane,Bristol,BS2 0RA,Lawrence Hill,360246,172992,Freehold,,Land and Building(s),0,0.194909,,Investment Properties
"Bristol, City of",2/2/2024,10341,Store/Depot/Warehouse,Belvedere House,Belvedere House Barrow Road Barton Hill Bristol BS5 0AE,85,Barrow Road,Bristol,BS5 0AE,Lawrence Hill,360555,173086,Freehold,,Land and Building(s),,0.168345,,Investment Properties
"Bristol, City of",2/2/2024,10342,Store/Depot/Warehouse,Digital House,Digital House Chancery Street Barton Hill Bristol BS5 0AB,,Chancery Street,Bristol,BS5 0AB,Lawrence Hill,360585,173101,Freehold,,Land and Building(s),0,0.060808,,Investment Properties
"Bristol, City of",2/2/2024,10343,Store/Depot/Warehouse,4 Charlton Street,4 Charlton Street Barton Hill Bristol BS5 0FD,4,Charlton Street,Bristol,BS5 0FD,Lawrence Hill,360573,173157,Freehold,,Land and Building(s),,0.0352,,Investment Properties
"Bristol, City of",2/2/2024,10344,Store/Depot/Warehouse,Chancery Street - Premises At,Chancery Street - Premises At Chancery Street Barton Hill Bristol BS5 0AB,21,Chancery Street,Bristol,BS5 0AB,Lawrence Hill,360601,173131,Freehold,,Land and Building(s),279,0.0892,Yes,Direct Service
"Bristol, City of",2/2/2024,135283,Access/Right Of Way,Land Between 18 And 19 Newlyn Walk,Land Between 18 And 19 Newlyn Walk Knowle Bristol BS4 2SL,,,,BS4 2SL,Knowle,360717,170374,Freehold,,Land only,,0.003898,Yes,Direct Service
"Bristol, City of",2/2/2024,19903,Land-Residential,Fortfield Road/Wharnecliffe Gardens - Land At ,Fortfield Road/Wharnecliffe Gardens - Land At  Site B3 Fortfield Road Hengrove Bristol BS14 9NU,,,,BS14 9NU,Hengrove & Whitchurch Park,360587,168306,Freehold,,Land only,,0.246065,Yes,Direct Service
"Bristol, City of",2/2/2024,19904,Land-Residential,Fortfield Road/Chessington Avenue - Housing Development,Fortfield Road/Chessington Avenue - Housing Development Site B1 Hengrove Bristol BS14 9NU,,,,BS14 9NU,Hengrove & Whitchurch Park,360636,168473,Freehold,,Land only,,0.726682,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,20099,Land-Open Space,Kingsweston House - Grounds To West Of,Kingsweston House - Grounds To West Of Kings Weston Lane Kingsweston Bristol BS11 0UR,,,,BS11 0UR,Avonmouth & Lawrence Weston,354042,177404,Freehold,,Land only,,3.747014,Yes,Community
"Bristol, City of",2/2/2024,9213,Industrial/Workshop,Cambridge House,Cambridge House Waterloo Street St Philips Bristol BS2 0PH,,Waterloo Street,Bristol,BS2 0PH,Lawrence Hill,359982,173230,Freehold,,Land and Building(s),,0.043125,,Investment Properties
"Bristol, City of",2/2/2024,9214,Industrial/Workshop,Kelso House,Kelso House Waterloo Street St Philips Bristol BS2 0PH,,Waterloo Street,Bristol,BS2 0PH,Lawrence Hill,359998,173220,Freehold,,Land and Building(s),,0.070121,,Investment Properties
"Bristol, City of",2/2/2024,9216,Cafe/Restaurant,Welsh Back - Premises At,,,,,BS1 ,Central,,,Freehold,Vacant,Land and Building(s),10,0.0011,,Investment Properties
"Bristol, City of",2/2/2024,9181,Offices,Brunels Buttery Kitchen,Brunels Buttery Kitchen Wapping Wharf Harbourside Bristol BS1 6UD,,,,BS1 6UD,Hotwells & Harbourside,358273,172191,Freehold,,Land and Building(s),,0.0043,,Investment Properties
"Bristol, City of",2/2/2024,9184,Cafe/Restaurant,Brunels Buttery,Brunels Buttery Princes Wharf Harbourside Bristol BS1 4RN,,Wapping Railway Wharf,Bristol,BS1 4RN,Hotwells & Harbourside,358540,172256,Freehold,,Land and Building(s),0,0.0015,,Investment Properties
"Bristol, City of",2/2/2024,13291,House/Houses,Brislington School House,Brislington School House 210 Hungerford Road Brislington Bristol BS4 5ET,10,Green Close,Bristol,BS4 5ET,Brislington West,362583,169917,Freehold,,Land and Building(s),,0.032524,Yes,Direct Service
"Bristol, City of",2/2/2024,13397,Telecommunications Aerials/Masts,Smoke Lane - Telecommunications Base Station,Smoke Lane - Telecommunications Base Station Smoke Lane Avonmouth Bristol BS11,,Smoke Lane,Bristol,BS11 0YA,Avonmouth & Lawrence Weston,353019,181096,Freehold,,Land only,,0.028241,,Investment Properties
"Bristol, City of",2/2/2024,8954,Land-Car/Lorry Park,Little Paradise Public Car Park,Little Paradise Public Car Park Little Paradise Bedminster Bristol BS3 4EX,,Little Paradise,Bristol,BS3 4EX,Southville,358539,171496,Freehold,,Land only,,0.131221,Yes,Direct Service
"Bristol, City of",2/2/2024,8597,Store/Depot/Warehouse,Sea Mills Depot,Sea Mills Depot Sea Mills Lane Sea Mills Bristol BS9 1DP,,Sea Mills Lane,Bristol,BS9 1DP,Stoke Bishop,355400,176180,Freehold,,Land and Building(s),1534.2,0.8177,Yes,Direct Service
"Bristol, City of",2/2/2024,8608,Land-Public Park,Gaunts Ham Park,Gaunts Ham Park Chancery Street Barton Hill Bristol,,Chancery Street,Bristol,BS5 0BD,Lawrence Hill,360683,173246,Freehold,,Land only,,0.6745,Yes,Community
"Bristol, City of",2/2/2024,8609,Land-Public Park,Gaunts Ham Park - Extension,Gaunts Ham Park - Extension Lincoln Street Barton Hill Bristol,,Chancery Street,Bristol,BS5 0BD,Lawrence Hill,360683,173246,Freehold,,Land only,,0.334151,Yes,Community
"Bristol, City of",2/2/2024,8021,Sports Building/Hall/Facility,Greville Smyth Park - Sports Facility,Greville Smyth Park - Sports Facility Greville Smyth Park Ashton Road Bristol,,Ashton Road,Bristol,BS3 2EQ,Southville,357049,171737,Freehold,,Land and Building(s),206,0.379926,Yes,Direct Service
"Bristol, City of",2/2/2024,9185,Shop/Kiosk,The Bristol Packet,The Bristol Packet Wapping Wharf Gasferry Road Bristol BS1 6UN,,Gas Ferry Road,Bristol,BS1 6UN,Hotwells & Harbourside,357942,172330,Freehold,,Land and Building(s),13.9,0.003648,,Investment Properties
"Bristol, City of",2/2/2024,9194,Shop/Kiosk,Unit 1 Waring House,Unit 1 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,359001,172158,Freehold,,Land and Building(s),122.03,0.0143,,Investment Properties
"Bristol, City of",2/2/2024,9195,Shop/Kiosk,Units 2  And 3 Waring House,Units 2  And 3 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,359002,172152,Freehold,,Land and Building(s),80,0.021375,,Investment Properties
"Bristol, City of",2/2/2024,9198,Shop/Kiosk,Unit 5 Waring House,Unit 5 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358994,172138,Freehold,,Land and Building(s),79.75,0.0112,,Investment Properties
"Bristol, City of",2/2/2024,9199,Shop/Kiosk,Unit 6 Waring House,Unit 6 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358993,172131,Freehold,,Land and Building(s),97.26,0.0112,,Investment Properties
"Bristol, City of",2/2/2024,9200,Shop/Kiosk,Unit 10 Waring House,Unit 10 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358983,172111,Freehold,,Land and Building(s),126.78,0.0112,,Investment Properties
"Bristol, City of",2/2/2024,9201,Shop/Kiosk,Unit 7 Waring House,Unit 7 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358991,172127,Freehold,,Land and Building(s),97.26,0.0107,,Investment Properties
"Bristol, City of",2/2/2024,9202,Shop/Kiosk,Unit 8 Waring House,Unit 8 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,,,BS1 6TB,Central,358988,172122,Freehold,,Land and Building(s),102.2,0.011,,Investment Properties
"Bristol, City of",2/2/2024,9203,Shop/Kiosk,Unit 9 Waring House,Unit 9 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,,,BS1 6TB,Central,358988,172122,Freehold,,Land and Building(s),102.34,0.0102,,Investment Properties
"Bristol, City of",2/2/2024,9204,Shop/Kiosk,Unit 11 Waring House,Unit 11 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Central,358981,172107,Freehold,,Land and Building(s),101.94,0.0122,,Investment Properties
"Bristol, City of",2/2/2024,6698,Petrol Station/Garage-Commercial,Southville Service Station,Southville Service Station Coronation Road Southville Bristol BS3 1RN,,Coronation Road,Bristol,BS3 1RN,Southville,357383,172023,Freehold,,Land and Building(s),,0.263113,,Investment Properties
"Bristol, City of",2/2/2024,10314,Store/Depot/Warehouse,Mead Street / York Road - Premises At,Mead Street / York Road - Premises At Bedminster Bristol BS4 3DZ,,Mead Street,Bristol,BS4 3DZ,Southville,359550,172043,Freehold,,Land and Building(s),,0.22219,,Investment Properties
"Bristol, City of",2/2/2024,10393,House/Houses,Ashton Court - Keepers Cottage,Ashton Court - Keepers Cottage Rownham Hill Long Ashton North Somerset BS41 9JJ,,,,BS41 9JJ,Outside Bristol,355298,172018,Freehold,,Land and Building(s),231,0.1782,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,10394,House Service Occupancy,Ashton Court - Kennel Lodge,Ashton Court - Kennel Lodge Kennel Lodge Road Bower Ashton Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Bedminster,356305,171807,Freehold,,Land and Building(s),81,0.034637,Yes,Direct Service
"Bristol, City of",2/2/2024,10400,Store/Depot/Warehouse,Bower Ashton Depot,Bower Ashton Depot Kennel Lodge Road Bower Ashton Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Bedminster,356134,171664,Freehold,,Land and Building(s),2084.4,0.334084,Yes,Direct Service
"Bristol, City of",2/2/2024,10403,House Service Occupancy,Ashton Court - 1 Park Farm,Ashton Court - 1 Park Farm Parklands Road Bower Ashton Bristol BS3 2JP,,Parklands Road,Bristol,BS3 2JP,Bedminster,356206,171635,Freehold,,Land and Building(s),174,0.031541,Yes,Direct Service
"Bristol, City of",2/2/2024,9886,Shop/Kiosk,3 Marshall Walk,3 Marshall Walk Knowle Bristol BS4 1TR,3,Marshall Walk,Bristol,BS4 1TR,Filwood,358715,169185,Freehold,,Land and Building(s),133.6,0.007363,,Investment Properties
"Bristol, City of",2/2/2024,9887,Shop/Kiosk,5 Marshall Walk,5 Marshall Walk Knowle Bristol BS4 1TR,,,,BS4 1TR,Filwood,358708,169189,Freehold,,Land and Building(s),138.28,0.0148,,Investment Properties
"Bristol, City of",2/2/2024,9888,Shop/Kiosk,Marshall Walk - Premises At,,,,,BS4 ,Filwood,,,Freehold,Vacant,Land and Building(s),129.6,0.0144,,Investment Properties
"Bristol, City of",2/2/2024,9890,Shop/Kiosk,9-11 Marshall Walk,9-11 Marshall Walk Knowle Bristol BS4 1TR,,,,BS4 1TR,Filwood,358687,169189,Freehold,,Land and Building(s),267.4,0.031469,,Investment Properties
"Bristol, City of",2/2/2024,132095,Land-Car/Lorry Park,Horizon House - Car Parking Spaces At,Horizon House - Car Parking Spaces At Deanery Road Bristol BS1 5AH,,Deanery Road,Bristol,BS1 5AH,Hotwells & Harbourside,358205,172708,Leasehold,,Land and Building(s),,0.393783,Yes,Direct Service
"Bristol, City of",2/2/2024,7158,Land-Amenity,East Street - Land Adjoining Former Public Conveniences,East Street - Land Adjoining Former Public Conveniences East Street Bedminster Bristol,,East Street,Bristol,BS3 4ZZ,Bedminster,358323,171424,Freehold,,Land only,,0.02252,Yes,Direct Service
"Bristol, City of",2/2/2024,6466,Store/Depot/Warehouse,Severn Shed And Land Adjoining,Severn Shed And Land Adjoining The Grove City Centre Bristol BS1 4RB,,The Grove,Bristol,BS1 4RB,Central,358888,172412,Freehold,,Land and Building(s),410,0.10731,,Investment Properties
"Bristol, City of",2/2/2024,6467,Land-Quay/Marina/Slipway/Mooring,The Moorings,The Moorings The Grove City Centre Bristol BS1 4QZ,,,,BS1 4QZ,Central,358891,172405,Freehold,,Land only,,0.000313,,Infrastructure
"Bristol, City of",2/2/2024,6468,Land-Car/Lorry Park,Former Arnolfini Car Park,Former Arnolfini Car Park The Grove City Centre Bristol,,The Grove,Bristol,BS1 4RB,Central,358788,172412,Freehold,,Land only,,0.052211,,Indirect Service / Non-Investment Letting(s)
