Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",25/01/2016,8281,Land-Car/Lorry Park,Beechwood Road Public Car Park,Beechwood Road Public Car Park Beechwood Road Fishponds Bristol BS16 3TD,,Beechwood Road,Bristol,BS16 3TD,Frome Vale,363465,175803,Freehold,,Land,,0.2776,Yes,Land and Buildings
"Bristol, City of",25/01/2016,9058,Public House,The White Lion Public House,The White Lion Public House Quay Head Colston Avenue City Centre Bristol BS1 1EB,,Colston Avenue,Bristol,BS1 1EB,Cabot,358704,173079,Freehold,,Building,,0.005164,,Investment Properties
"Bristol, City of",25/01/2016,9062,Offices,53-55 Queen Charlotte Street,53-55 Queen Charlotte Street City Centre Bristol BS1 4HQ,53,Queen Charlotte Street,Bristol,BS1 4HQ,Cabot,358885,172663,Freehold,,Building,,0.052971,,Investment Properties
"Bristol, City of",25/01/2016,9431,Land-Farm/Agriculture,Windmill Hill City Farm,Windmill Hill City Farm Philip Street Bedminster Bristol BS3 4EA,,Philip Street,Bristol,BS3 4EA,Southville,358895,171648,Freehold,,Building,,1.708682,,Land and Buildings
"Bristol, City of",25/01/2016,9043,Store/Depot/Warehouse,Guinness Shed,Guinness Shed Princes Wharf Bristol BS1 4RN,,Princes Wharf,Bristol,BS1 4RN,Cabot,358402,172184,Freehold,,Building,,0.037411,,Investment Properties
"Bristol, City of",25/01/2016,6801,Land-Community Development,Bamfield - Land For Scout Hut,Bamfield - Land For Scout Hut Whitchurch Bristol BS14 0TQ,,Bamfield,Bristol,BS14 0TQ,Hengrove,359958,168049,Freehold,,Land,,0.0153,,Land and Buildings
"Bristol, City of",25/01/2016,8895,Land-Dock/Dockyard,SS Great Britain,SS Great Britain Gasferry Road Bristol BS1 6TY,,Gas Ferry Road,Bristol,BS1 6TY,Cabot,357832,172411,Freehold,,Land,,1.213615,,Land and Buildings
"Bristol, City of",25/01/2016,8260,Shop/Kiosk,1-37 Brislington Hill,1-37 Brislington Hill Brislington Bristol BS4 5BE,1,Brislington Hill,Bristol,BS4 5BE,Brislington East,362029,170681,Freehold,,Building,,0.6009,,Investment Properties
"Bristol, City of",25/01/2016,9078,Land-Car/Lorry Park,Redcliffe Parade Public Car Park,Redcliffe Parade Public Car Park Redcliffe Parade East Redcliff Bristol BS1 6SW,,Redcliffe Parade East,Bristol,BS1 6SW,Cabot,358986,172327,Freehold,,Land,,0.113487,Yes,Land and Buildings
"Bristol, City of",25/01/2016,9044,Store/Depot/Warehouse,Princes Wharf - Guinness Cell,,,,,BS1 ,Cabot,,,Freehold,Vacant,Building,85,0.0096,,Investment Properties
"Bristol, City of",25/01/2016,116126,Offices,Bristol Eye Hospital,Bristol Eye Hospital Lower Maudlin Street City Centre Bristol BS1 2LX,,Lower Maudlin Street,Bristol,BS1 2LX,Cabot,358797,173434,Informal Agreement,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8714,Statue/Monument/Fountain,Cabot Tower,Cabot Tower Brandon Hill Park Charlotte Street Brandon Hill Bristol BS1 5PZ,,Charlotte Street,Bristol,BS1 5PZ,Cabot,357933,172958,Freehold,,Structure,35.89,0.003589,Yes,Heritage Assets
"Bristol, City of",25/01/2016,8703,Offices,Fishponds Area 6 Housing Office,Fishponds Area 6 Housing Office First Floor Robinson House  Hockeys Lane Fishponds Bristol BS16 3HL,,Hockeys Lane,Bristol,BS16 3HL,Frome Vale,363049,175529,Freehold,,Building,947.1,0,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8710,Store/Depot/Warehouse,Lewins Mead Depot,Lewins Mead Depot Blackfriars City Centre Bristol BS1 2LT,,Blackfriars,Bristol,BS1 2NZ,Cabot,358750,173402,Freehold,,Building,89.67,0.015934,,Investment Properties
"Bristol, City of",25/01/2016,8095,Land-Car/Lorry Park,Queens Road Public Car Park,Queens Road Public Car Park Queens Road Withywood Bristol BS13 8PJ,,Queens Road,Bristol,BS13 8PJ,Bishopsworth,356868,167926,Freehold,,Land,,0.051609,Yes,Land and Buildings
"Bristol, City of",25/01/2016,116128,Offices,Central Health Clinic,Central Health Clinic Tower Hill St Philips Bristol BS2 0JD,,Tower Hill,Bristol,BS2 0JD,Cabot,359393,173003,Informal Agreement,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,7668,Store/Depot/Warehouse,Victoria Park Depot,Victoria Park Depot Park Lodge Somerset Terrace Bristol BS3 4LL,,Somerset Terrace,Bristol,BS3 4LL,Windmill Hill,359102,171394,Freehold,,Building,,0.032084,Yes,Land and Buildings
"Bristol, City of",25/01/2016,9041,Store/Depot/Warehouse,Olive Shed,Olive Shed Princes Wharf Harbourside Bristol BS1 4RW,,Princes Wharf,Bristol,BS1 4RW,Cabot,358391,172178,Freehold,,Building,55,0.0061,,Investment Properties
"Bristol, City of",25/01/2016,9042,Store/Depot/Warehouse,Kings Store,Kings Store Princes Wharf Harbourside Bristol BS1 4RN,,Princes Wharf,Bristol,BS1 4RN,Cabot,358360,172174,Freehold,,Building,,0.004,,Investment Properties
"Bristol, City of",25/01/2016,6766,Land-Car/Lorry Park,Mardyke Public Car Park,Mardyke Public Car Park Hotwell Road Hotwells Bristol BS8 4UR,,Hotwell Road,Bristol,BS8 4UR,Clifton,357527,172453,Freehold,,Land,,0.114048,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10350,Store/Depot/Warehouse,Barton Manor - Premises At,Barton Manor - Premises At St Philips Bristol BS2 0RL,,Barton Manor,Bristol,BS2 0RL,Lawrence Hill,360069,172956,Freehold,,Building,,0.0777,,Investment Properties
"Bristol, City of",25/01/2016,8657,Museum,At Bristol,At Bristol New World Square/Anchor Road Bristol BS1 5DB,,Anchor Road,Bristol,BS1 5DB,Cabot,358369,172556,Freehold,,Building,9014,2.764028,,Land and Buildings
"Bristol, City of",25/01/2016,8059,Sports Building/Hall/Facility,Changing Rooms,Changing Rooms Underfall Yard Cumberland Road Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357205,172091,Freehold,,Building,,0.0166,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8055,Land-Open Store/Yard,Underfall Yard,Underfall Yard Avon Crescent Hotwells Bristol BS1 6XQ,,Avon Crescent,Bristol,BS1 6XQ,Cabot,357159,172141,Freehold,,Land,2311,0.251924,,Land and Buildings
"Bristol, City of",25/01/2016,8057,Offices,Harbour Master Office,Harbour Master Office Underfall Yard Cumberland Road Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357199,172109,Freehold,,Building,,0.0104,Yes,Land and Buildings
"Bristol, City of",25/01/2016,7460,Shop/Kiosk,1 Market Square,1 Market Square Fishponds Bristol BS16 4LE,1,Market Square,Bristol,BS16 4LE,Hillfields,364384,175004,Freehold,,Building,,0.0236,,Investment Properties
"Bristol, City of",25/01/2016,8980,Shop/Kiosk,47 Merchant Street,47 Merchant Street Broadmead Bristol BS1 3EE,47,Merchant Street,Bristol,BS1 3EE,Cabot,359128,173387,Freehold Reversion,,Building,,0.0139,,Investment Properties
"Bristol, City of",25/01/2016,8981,Land-Retail/Commercial,49 Merchant Street,49 Merchant Street Broadmead Bristol BS1 3EE,49,Merchant Street,Bristol,BS1 3EE,Cabot,359124,173396,Freehold,,Land,,0.0422,,Investment Properties
"Bristol, City of",25/01/2016,8982,Shop/Kiosk,51 Merchant Street,51 Merchant Street Broadmead Bristol BS1 3EE,51,Merchant Street,Bristol,BS1 3EE,Cabot,359119,173412,Freehold,,Building,,0.0132,,Investment Properties
"Bristol, City of",25/01/2016,6729,Shop/Kiosk,191 Sturminster Road,191 Sturminster Road Stockwood Bristol BS14 8EJ,191,Sturminster Road,Bristol,BS14 8EJ,Stockwood,361606,168566,Freehold,,Building,,0.0236,,Investment Properties
"Bristol, City of",25/01/2016,10319,Store/Depot/Warehouse,Tower House - Parking Services,Tower House - Parking Services Days Road St Philips Bristol BS2 0QS,,Days Road,Bristol,BS2 0QS,Lawrence Hill,360261,172778,Freehold,,Building,489.88,0.106323,Yes,Investment Properties
"Bristol, City of",25/01/2016,10320,Store/Depot/Warehouse,Carlyle Business Centre,Carlyle Business Centre Days Road / Queen Victoria Street St Philips Bristol BS2 0QR,,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360282,172788,Freehold,,Building,,0.079658,,Investment Properties
"Bristol, City of",25/01/2016,10321,Store/Depot/Warehouse,4 Queen Victoria Street,4 Queen Victoria Street St Philips Bristol BS2 0QR,4,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360237,172729,Freehold,,Building,,0.0707,,Investment Properties
"Bristol, City of",25/01/2016,7998,Land-Community Development,249th Bristol South East Scouts,249th Bristol South East Scouts St Annes Terrace Brislington Bristol BS4 4DY,,St Annes Terrace,Bristol,BS4 4DY,Brislington East,362189,172133,Freehold,,Land,,0.189429,,Land and Buildings
"Bristol, City of",25/01/2016,8005,Land-Playingfield/Playground/Sports,Shirehampton FC,Shirehampton FC Changing Rooms/Five-a-Side Pitch Penpole Lane Shirehampton Bristol BS11 0EA,,Penpole Lane,Bristol,BS11 0EA,Avonmouth,353549,177154,Freehold,,Land,,0.131997,,Land and Buildings
"Bristol, City of",25/01/2016,10345,Industrial/Workshop,Emmaus Bristol,Emmaus Bristol Barton Manor St Philips Bristol BS2 0RL,,Barton Manor,Bristol,BS2 0RL,Lawrence Hill,360050,172977,Freehold,,Building,,0.098997,,Investment Properties
"Bristol, City of",25/01/2016,10346,Store/Depot/Warehouse,Barton Manor - Premises At,Barton Manor - Premises At Barton Manor St Philips Bristol BS2 0RP,,Barton Manor,Bristol,BS2 0RP,Lawrence Hill,360174,172993,Freehold,,Building,,0.164209,,Investment Properties
"Bristol, City of",25/01/2016,16942,Public House,Llandoger Trow And Hotel,Llandoger Trow And Hotel King Street City Centre Bristol BS1 4ER,,King Street,Bristol,BS1 4ER,Cabot,358889,172707,Freehold,,Building,,0.1136,,Investment Properties
"Bristol, City of",25/01/2016,9178,Store/Depot/Warehouse,O Shed,O Shed Welsh Back City Centre Bristol BS1 4SL,,Welsh Back,Bristol,BS1 4SL,Cabot,358926,172516,Freehold,,Building,,0.082807,,Investment Properties
"Bristol, City of",25/01/2016,9439,Store/Depot/Warehouse,Avonbridge Trading Estate,Avonbridge Trading Estate Atlantic Road Avonmouth Bristol BS11 9QD,,Atlantic Road,Bristol,BS11 9QD,Avonmouth,352346,177870,Freehold,,Building,,4.705106,,Investment Properties
"Bristol, City of",25/01/2016,9440,Store/Depot/Warehouse,Atlantic Road - Premises At,Atlantic Road - Premises At Avonmouth Bristol BS11 9DU,,Atlantic Road,Bristol,BS11 9DU,Avonmouth,352489,177911,Freehold,,Building,,6.888291,,Investment Properties
"Bristol, City of",25/01/2016,9443,Land-Quay/Marina/Slipway/Mooring,Bristol Marina,Bristol Marina Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UH,Cabot,357752,172237,Freehold,,Land,,1.769604,,Investment Properties
"Bristol, City of",25/01/2016,9445,Store/Depot/Warehouse,Unit 33 Albion Dockside Estate,Unit 33 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Cabot,357783,172233,Freehold,,Building,300,0.0284,,Investment Properties
"Bristol, City of",25/01/2016,9446,Industrial/Workshop,Units 39-40 Albion Dockside Estate,Units 39-40 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6TZ,,Hanover Place,Bristol,BS1 6TZ,Cabot,357753,172284,Freehold,,Building,,0.089483,,Land and Buildings
"Bristol, City of",25/01/2016,134089,Offices,8 All Hallows Road,8 All Hallows Road Easton Bristol BS5 0HH,8,All Hallows Road,Bristol,BS5 0HH,Lawrence Hill,360870,173869,Leasehold,,Building,,0.025879,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10351,Store/Depot/Warehouse,Kingsland House,Kingsland House Unit C Kingsland Close St Philips Bristol BS2 0RJ,,Kingsland Close,Bristol,BS2 0RJ,Lawrence Hill,360092,172930,Freehold,,Building,,0.0743,,Investment Properties
"Bristol, City of",25/01/2016,10371,Store/Depot/Warehouse,Castle Park - Bristol Castle Vaulted Chambers,Castle Park - Bristol Castle Vaulted Chambers Castle Street City Centre Bristol BS1 3AA,,Castle Street,Bristol,BS1 3AA,Cabot,359372,173131,Freehold,,Building,118.1,0.017347,Yes,Heritage Assets
"Bristol, City of",25/01/2016,10373,Store/Depot/Warehouse,Castle Park - Council Depot,Castle Park - Council Depot Queen Street St Philips Bristol BS2 0JB,,Queen Street,Bristol,BS2 0JB,Cabot,359293,173076,Freehold,,Building,115.4,0.0663,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10377,Store/Depot/Warehouse,Whitchurch Lane - Premises At,Whitchurch Lane - Premises At Whitchurch Bristol BS14 0BH,,Bamfield,Bristol,BS14 0TQ,Hengrove,359819,167862,Freehold,,Building,,0.805013,,Investment Properties
"Bristol, City of",25/01/2016,10378,Store/Depot/Warehouse,601 Whitchurch Lane - Premises At,,,,,BS14 ,Hengrove,,,Freehold,Vacant,Building,1572.9,0.452112,,Investment Properties
"Bristol, City of",25/01/2016,10380,House/Houses,Ashton Court - Mansion,Ashton Court - Mansion Kennel Lodge Road Long Ashton BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Outside Bristol,355741,171824,Freehold,,Building,1662.2,0.63546,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10381,Flat/Flats,Ashton Court Mansion - Managers Flat,Ashton Court Mansion - Managers Flat Kennel Lodge Road Long Ashton BS41 9JN,,Kennel Lodge Road,Bristol,BS3 2JT,Outside Bristol,355741,171824,Freehold,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,137163,Special School,Wing Occupied By Claremont Special School (Secondary),Wing Occupied By Claremont Special School (Secondary) Redland Green School Redland Court Road Redland Bristol BS6 7EH,,Redland Court Road,Bristol,BS6 7EH,Redland,358268,175143,Management Agreement,,Building,,0.149606,Yes,Land and Buildings
"Bristol, City of",25/01/2016,138246,Offices,Part Of W Shed ,Part Of W Shed  The Watershed  1 Canons Road Harbourside Bristol BS1 5TX,,Canons Road,Bristol,BS1 5UH,Cabot,358534,172702,Leasehold,,Building,,0.052425,Yes,Land and Buildings
"Bristol, City of",25/01/2016,20389,Land-Verge,Highridge Road - Land Fronting 2,Highridge Road - Land Fronting 2 Highridge Road Bishopsworth Bristol,2,Highridge Road,Bristol,BS13 8HA,Bishopsworth,356917,168407,Freehold,,Land,,0.0027,,Infrastructure
"Bristol, City of",25/01/2016,9259,Offices,CEED Building,CEED Building 97-107 Wilder Street St Pauls Bristol BS2 8QU,97,Wilder Street,Bristol,BS2 8QU,Ashley,359336,173858,Freehold,,Building,,0.1224,,Land and Buildings
"Bristol, City of",25/01/2016,9373,Health Centre/Surgery,Gaywood House Surgery,Gaywood House Surgery North Street Bedminster Bristol BS3 3BA,,North Street,Bristol,BS3 3BA,Bedminster,357977,171398,Freehold,,Building,,0.036305,,Investment Properties
"Bristol, City of",25/01/2016,13672,Land-Farm/Agriculture,Hallen Farm,Hallen Farm Severn Road Avonmouth Bristol BS10 7RZ,,Severn Road,Bristol,BS10 7RZ,Avonmouth,354662,180364,Freehold,,Building,296.2,26.60006,,Investment Properties
"Bristol, City of",25/01/2016,6487,Store/Depot/Warehouse,C Bond,C Bond Clift House Road Ashton Gate Bristol BS3 1RY,,Clift House Road,Bristol,BS3 1RX,Southville,357010,171924,Freehold,,Building,,0.419073,,Investment Properties
"Bristol, City of",25/01/2016,10322,Store/Depot/Warehouse,11-14 Queen Victoria Street,11-14 Queen Victoria Street St Philips Bristol BS2 0QR,11,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360286,172759,Freehold,,Building,,0.0279,,Investment Properties
"Bristol, City of",25/01/2016,10323,Store/Depot/Warehouse,18-25 Queen Victoria Street,18-25 Queen Victoria Street St Philips Bristol BS2 0QR,18,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360313,172772,Freehold,,Building,,0.0355,,Investment Properties
"Bristol, City of",25/01/2016,10325,Store/Depot/Warehouse,55 Days Road,55 Days Road St Phillips Bristol BS2 0QS,55,Days Road,Bristol,BS2 0QS,Lawrence Hill,360233,172822,Mixed Title,,Building,,0.111084,,Investment Properties
"Bristol, City of",25/01/2016,10326,Store/Depot/Warehouse,57A Days Road,57A Days Road St Philips Bristol BS2 0QS,57,Days Road,Bristol,BS2 0QS,Lawrence Hill,360263,172841,Freehold,,Building,,0.0958,,Investment Properties
"Bristol, City of",25/01/2016,10328,Store/Depot/Warehouse,59 Days Road,59 Days Road St Philips Bristol BS2 0QS,59,Days Road,Bristol,BS2 0QS,Lawrence Hill,360195,172761,Mixed Title,,Building,,0,,Investment Properties
"Bristol, City of",25/01/2016,10329,Industrial/Workshop,Units 1 And 2 Sussex Street,Units 1 And 2 Sussex Street St Philips Bristol BS2 0RA,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360240,172864,Freehold,,Building,,0.1059,,Investment Properties
"Bristol, City of",25/01/2016,10330,Store/Depot/Warehouse,1 Sussex Street,1 Sussex Street St Philips Bristol BS2 0RD,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360214,172853,Freehold,,Building,,0.1567,,Investment Properties
"Bristol, City of",25/01/2016,10331,Store/Depot/Warehouse,Fileturn House,Fileturn House 90 Kingsland Road St Philips Bristol BS2 0QZ,90,Kingsland Road,Bristol,BS2 0QZ,Lawrence Hill,360175,172832,Freehold,,Building,,0.125791,,Investment Properties
"Bristol, City of",25/01/2016,10332,Store/Depot/Warehouse,92-98 Kingsland Road,92-98 Kingsland Road St Philips Bristol BS2 0QZ,92,Kingsland Road,Bristol,BS2 0QZ,Lawrence Hill,360190,172818,Freehold,,Building,,0.09374,,Investment Properties
"Bristol, City of",25/01/2016,10333,Store/Depot/Warehouse,61 Days Road,61 Days Road St Philips Bristol BS2 0AY,61,Days Road,Bristol,BS2 0QS,Lawrence Hill,360314,172887,Freehold,,Building,,,,Investment Properties
"Bristol, City of",25/01/2016,10334,Store/Depot/Warehouse,Sussex Street - Premises At,Sussex Street - Premises At St Philips Bristol BS2 0RA,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360229,172911,Freehold,,Building,,0.0301,,Investment Properties
"Bristol, City of",25/01/2016,10335,Store/Depot/Warehouse,6 - 8 Sussex Street,6 - 8 Sussex Street St Philips Bristol BS2 0RB,6,Sussex Street,Bristol,BS2 0RB,Lawrence Hill,360247,172929,Freehold,,Building,,0.114428,,Investment Properties
"Bristol, City of",25/01/2016,10336,Industrial/Workshop,Folly Lane - Premises At,Folly Lane - Premises At Sussex Street St Philips Bristol BS2 0RA,,Folly Lane,Bristol,BS2 0RH,Lawrence Hill,360246,172992,Freehold,,Building,,0.195145,,Investment Properties
"Bristol, City of",25/01/2016,10341,Store/Depot/Warehouse,Belvedere House,Belvedere House Barrow Road Barton Hill Bristol BS5 0AE,85,Barrow Road,Bristol,BS5 0AE,Lawrence Hill,360555,173086,Freehold,,Building,,0.1683,,Investment Properties
"Bristol, City of",25/01/2016,10342,Store/Depot/Warehouse,Digital House,Digital House Chancery Street Barton Hill Bristol BS5 0AB,,Chancery Street,Bristol,BS5 0AZ,Lawrence Hill,360585,173101,Freehold,,Building,,0.0608,,Investment Properties
"Bristol, City of",25/01/2016,10343,Store/Depot/Warehouse,4 Charlton Street,4 Charlton Street Barton Hill Bristol BS5 0FD,4,Charlton Street,Bristol,BS5 0FD,Lawrence Hill,360573,173157,Freehold,,Building,,0.0352,,Investment Properties
"Bristol, City of",25/01/2016,10344,Store/Depot/Warehouse,Chancery Street - Premises At,Chancery Street - Premises At Chancery Street Barton Hill Bristol BS5 0AB,21,Chancery Street,Bristol,BS5 0AB,Lawrence Hill,360601,173131,Freehold,,Building,,0.0892,Yes,Land and Buildings
"Bristol, City of",25/01/2016,19895,Land-Housing Non-Council Development,Berry Hill Close - Housing Development,Berry Hill Close - Housing Development Southmead Bristol,1,Berry Hill Close,Bristol,BS10 5HU,Southmead,358864,178337,Freehold,,Land,,0.261782,,Land and Buildings
"Bristol, City of",25/01/2016,9213,Industrial/Workshop,Cambridge House,Cambridge House Waterloo Street St Philips Bristol BS2 0PH,,Waterloo Street,Bristol,BS2 0PH,Lawrence Hill,359982,173230,Freehold,,Building,,0.043,,Investment Properties
"Bristol, City of",25/01/2016,9214,Industrial/Workshop,Kelso House,Kelso House Waterloo Street St Philips Bristol BS2 0PH,,Waterloo Street,Bristol,BS2 0PH,Lawrence Hill,359998,173220,Freehold,,Building,,0.0707,,Investment Properties
"Bristol, City of",25/01/2016,9216,Cafe/Restaurant,Loafers Sandwich Bar,,,,,BS1 ,Cabot,,,Freehold,Vacant,Building,10,0.0011,,Investment Properties
"Bristol, City of",25/01/2016,9184,Cafe/Restaurant,Brunels Buttery,Brunels Buttery Princes Wharf Bristol BS1 4RN,,Wapping Railway Wharf,Bristol,BS1 4RN,Cabot,358540,172256,Freehold,,Building,,0.0015,,Investment Properties
"Bristol, City of",25/01/2016,13291,House/Houses,Brislington School House,Brislington School House 210 Hungerford Road Brislington Bristol BS4 5ET,10,Green Close,Bristol,BS7 0NL,Brislington West,362583,169917,Freehold,,Building,,0.032524,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8954,Land-Car/Lorry Park,Little Paradise Public Car Park,Little Paradise Public Car Park Little Paradise Bedminster Bristol BS3 4EX,,Little Paradise,Bristol,BS3 4DY,Southville,358539,171496,Freehold,,Land,,0.168656,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8597,Store/Depot/Warehouse,Sea Mills Depot,Sea Mills Depot Sea Mills Lane Sea Mills Bristol BS9 1DP,,Sea Mills Lane,Bristol,BS9 1DP,Stoke Bishop,355400,176180,Freehold,,Building,1501,0.8177,Yes,Land and Buildings
"Bristol, City of",25/01/2016,9185,Shop/Kiosk,The Bristol Packet,The Bristol Packet Gasferry Road Bristol BS1 6UN,,Gas Ferry Road,Bristol,BS1 6UN,Cabot,357942,172330,Freehold,,Building,13.9,0.003648,,Investment Properties
"Bristol, City of",25/01/2016,9194,Shop/Kiosk,Unit 1 Waring House,Unit 1 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,359001,172158,Freehold,,Building,,0.0143,,Investment Properties
"Bristol, City of",25/01/2016,9195,Shop/Kiosk,Unit 2 Waring House,Unit 2 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,359002,172152,Freehold,,Building,80,0.0107,,Investment Properties
"Bristol, City of",25/01/2016,9198,Shop/Kiosk,Unit 5 Waring House,Unit 5 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,358994,172138,Freehold,,Building,79.75,0.0112,,Investment Properties
"Bristol, City of",25/01/2016,9199,Shop/Kiosk,Unit 6 Waring House,Unit 6 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,358993,172131,Freehold,,Building,97.26,0.0112,,Investment Properties
"Bristol, City of",25/01/2016,9200,Shop/Kiosk,Unit 10 Waring House,Unit 10 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,358983,172111,Freehold,,Building,,0.0112,,Investment Properties
"Bristol, City of",25/01/2016,9201,Shop/Kiosk,Unit 7 Waring House,Unit 7 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,358991,172127,Freehold,,Building,97.26,0.0107,,Investment Properties
"Bristol, City of",25/01/2016,9204,Shop/Kiosk,Unit 11 Waring House,Unit 11 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,358981,172107,Freehold,,Building,,0.0122,,Investment Properties
"Bristol, City of",25/01/2016,6698,Petrol Station/Garage-Commercial,Southville Service Station,Southville Service Station Coronation Road Southville Bristol BS3 1RN,,Coronation Road,Bristol,BS3 1RN,Southville,357383,172023,Freehold,,Building,,0.263113,,Investment Properties
"Bristol, City of",25/01/2016,116062,Offices,Hartcliffe And Withywood Community Safety Project,Hartcliffe And Withywood Community Safety Project Bishopsworth Police Station Kings Head Lane Bristol BS13 7DD,,Kings Head Lane,Bristol,BS13 7DD,Bishopsworth,357121,169055,Informal Agreement,,Building,,0.037432,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10314,Store/Depot/Warehouse,Mead Street / York Road - Premises At,Mead Street / York Road - Premises At Bedminster Bristol BS4 3DZ,,Mead Street,Bristol,BS4 3DZ,Southville,359550,172043,Freehold,,Building,,0.21939,,Investment Properties
"Bristol, City of",25/01/2016,10394,House/Houses,Ashton Court - Kennel Lodge,Ashton Court - Kennel Lodge Kennel Lodge Road Bower Ashton Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Southville,356305,171807,Freehold,,Building,81,0.034637,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10400,Store/Depot/Warehouse,Bower Ashton Depot,Bower Ashton Depot Kennel Lodge Road Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Southville,356134,171664,Freehold,,Building,1684.5,0.2666,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10403,House/Houses,Ashton Court - 1 Park Farm,Ashton Court - 1 Park Farm Parklands Road Bower Ashton Bristol BS3 2JP,,Parklands Road,Bristol,BS3 2JP,Southville,356206,171635,Freehold,,Building,174,0.031541,Yes,Land and Buildings
"Bristol, City of",25/01/2016,9886,Shop/Kiosk,3 Marshall Walk,3 Marshall Walk Knowle Bristol BS4 1TR,3,Marshall Walk,Bristol,BS4 1TR,Filwood,358715,169185,Freehold,,Building,,0.007363,,Investment Properties
"Bristol, City of",25/01/2016,9887,Shop/Kiosk,5 Marshall Walk,5 Marshall Walk Knowle Bristol BS4 1TR,5,Marshall Walk,Bristol,BS4 1TR,Filwood,358708,169189,Freehold,,Building,,0.0148,,Investment Properties
"Bristol, City of",25/01/2016,9888,Shop/Kiosk,7 Marshall Walk,7 Marshall Walk Knowle Bristol BS4 1TR,7,Marshall Walk,Bristol,BS4 1TR,Filwood,358695,169189,Freehold,,Building,,0.0144,,Investment Properties
"Bristol, City of",25/01/2016,9890,Shop/Kiosk,9-11 Marshall Walk,9-11 Marshall Walk Knowle Bristol BS4 1TR,11,Marshall Walk,Bristol,BS4 1TR,Filwood,358687,169189,Freehold,,Building,,0.031469,,Investment Properties
"Bristol, City of",25/01/2016,132095,Land-Car/Lorry Park,Horizon House - Car Parking Spaces At,Horizon House - Car Parking Spaces At Deanery Road Bristol BS1 5AH,,Deanery Road,Bristol,BS1 5AH,Cabot,358205,172708,Leasehold,,Building,,0.393783,Yes,Land and Buildings
"Bristol, City of",25/01/2016,6466,Store/Depot/Warehouse,Severn Shed And Land Adjoining,Severn Shed And Land Adjoining The Grove City Centre Bristol BS1 4RB,,The Grove,Bristol,BS1 4RB,Cabot,358888,172412,Freehold,,Building,,0.060454,,Investment Properties
"Bristol, City of",25/01/2016,6468,Land-Car/Lorry Park,Former Arnolfini Car Park,Former Arnolfini Car Park The Grove City Centre Bristol,,The Grove,Bristol,BS1 4RB,Cabot,358788,172412,Freehold,,Land,,0.052211,,Land and Buildings
