Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",25/01/2016,7981,Shop/Kiosk,38 Lanaway Road,38 Lanaway Road Oldbury Court Bristol BS16 2NN,38,Lanaway Road,Bristol,BS16 2NN,Frome Vale,364012,176567,Freehold,,Building,,0.014916,,Investment Properties
"Bristol, City of",25/01/2016,7982,Shop/Kiosk,42 Lanaway Road,42 Lanaway Road Oldbury Court Bristol BS16 2NN,42,Lanaway Road,Bristol,BS16 2NN,Frome Vale,364018,176577,Freehold,,Building,,0.0144,,Investment Properties
"Bristol, City of",25/01/2016,5974,Store/Depot/Warehouse,20 Stokes Croft,20 Stokes Croft St Pauls Bristol BS1 3PR,20,Stokes Croft,Bristol,BS1 3PR,Ashley,359067,173711,Freehold,,Building,,0,,Investment Properties
"Bristol, City of",25/01/2016,5975,Store/Depot/Warehouse,22 Stokes Croft,22 Stokes Croft St Pauls Bristol BS1 3PR,22,Stokes Croft,Bristol,BS1 3PR,Ashley,359074,173738,Freehold,,Building,,0.0229,,Investment Properties
"Bristol, City of",25/01/2016,5978,Store/Depot/Warehouse,26 Stokes Croft,26 Stokes Croft Bristol BS1 3QD,26,Stokes Croft,Bristol,BS1 3QD,Ashley,359080,173750,Freehold,,Building,,0.022,,Investment Properties
"Bristol, City of",25/01/2016,8526,Land-Car/Lorry Park,Waverley Road Public Car Park,Waverley Road Public Car Park Waverley Road Shirehampton Bristol BS11 9SB,,Waverley Road,Bristol,BS11 9SB,Avonmouth,353024,176877,Freehold,,Land,,0.114655,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8531,Scout/Guide Building,Shirehampton Signal Station,Shirehampton Signal Station Station Road Shirehampton Bristol BS11 9XA,,Station Road,Bristol,BS11 9XA,Avonmouth,352965,176371,Freehold,,Building,,0.2808,,Land and Buildings
"Bristol, City of",25/01/2016,116127,Offices,Bristol Oncology Centre,Bristol Oncology Centre Horfield Road City Centre Bristol BS2 8ED,,Horfield Road,Bristol,BS2 8ED,Cabot,358574,173425,Informal Agreement,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,7859,Store/Depot/Warehouse,Wellington Road Depot,Wellington Road Depot Wellington Road St Pauls Bristol BS2 9ER,,Wellington Road,Bristol,BS2 9ER,Lawrence Hill,359821,173682,Freehold,,Building,2370.2,0.5454,Yes,Land and Buildings
"Bristol, City of",25/01/2016,7921,Land-Allotments-Statutory,Ilchester Crescent - Allotment Land,Ilchester Crescent - Allotment Land Ilchester Crescent Bedminster Down Bristol,,Hartcliffe Way,Bristol,BS3 5RH,Bishopsworth,357810,170244,Freehold,,Land,,0.3765,Yes,Community
"Bristol, City of",25/01/2016,6057,Shop/Kiosk,21-31 Penn Street,21-31 Penn Street Broadmead Bristol BS1 3AU,21,Penn Street,Bristol,BS1 3AU,Cabot,359340,173351,Freehold,,Building,,0.073296,,Investment Properties
"Bristol, City of",25/01/2016,4348,Sports Building/Hall/Facility,Avonvale Bowling Club,Avonvale Bowling Club Avonvale Road St George Bristol BS5 9ZZ,,Avonvale Road,Bristol,BS5 9ZZ,Easton,361491,173108,Freehold,,Building,,0.015576,,Land and Buildings
"Bristol, City of",25/01/2016,5402,Land-Playingfield/Playground/Sports,Southmead Adventure Playground,Southmead Adventure Playground Doncaster Road Southmead Bristol BS10 5PP,,Doncaster Road,Bristol,BS10 5PP,Southmead,358526,177971,Freehold,,Building,287.5,0.55287,Yes,Community
"Bristol, City of",25/01/2016,5403,Health Centre/Surgery,Greenway Community Practice,Greenway Community Practice Greystoke Avenue Southmead Bristol BS10 6AF,,Greystoke Avenue,Bristol,BS10 6AF,Southmead,357705,178002,Freehold,,Building,,0.307486,,Land and Buildings
"Bristol, City of",25/01/2016,3849,Shop/Kiosk,83 Broadmead,83 Broadmead Broadmead Bristol Bs1 3dt,83,Broadmead,Bristol,BS1 3DT,Cabot,359067,173285,Freehold,,Building,,0.0206,,Investment Properties
"Bristol, City of",25/01/2016,3850,Shop/Kiosk,84 Broadmead,84 Broadmead Broadmead Bristol BS1 3DW,84,Broadmead,Bristol,BS1 3DW,Cabot,359047,173331,Freehold,,Building,,0.0304,,Investment Properties
"Bristol, City of",25/01/2016,3852,Shop/Kiosk,85 Broadmead,85 Broadmead Broadmead Bristol BS1 3DT,85,Broadmead,Bristol,BS1 3DT,Cabot,359061,173282,Freehold,,Building,,0.0193,,Investment Properties
"Bristol, City of",25/01/2016,3856,Shop/Kiosk,Broadmead - 93-95 And Union Street - 42,Broadmead - 93-95 And Union Street - 42 93-95 Broadmead Broadmead Bristol BS1 3DT,93,Broadmead,Bristol,BS1 3DT,Cabot,359027,173269,Freehold,,Building,,0.0176,,Investment Properties
"Bristol, City of",25/01/2016,127033,Offices,Buckley Court,Buckley Court 33 Machin Road Brentry Bristol BS10 7HQ,33,Machin Road,Bristol,BS10 7HQ,Henbury,356985,179164,Informal Agreement,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,127034,Offices,New Friends Hall,New Friends Hall Barkleys Hill Stapleton Bristol BS16 1EQ,,Barkleys Hill,Bristol,BS16 1EQ,Eastville,361333,176150,Informal Agreement,,Building,,0.069412,Yes,Land and Buildings
"Bristol, City of",25/01/2016,7871,Offices,Delaware House,Delaware House 129 West Town Lane Brislington Bristol BS14 9EF,129,West Town Lane,Bristol,BS14 9EF,Stockwood,361183,169769,Freehold,,Building,255.22,0.0585,Yes,Surplus
"Bristol, City of",25/01/2016,4140,Shop/Kiosk,The Concourse -1-5,The Concourse -1-5 1-5 Brislington Hill Brislington Bristol BS4 5BQ,1,Brislington Hill,Bristol,BS4 5BE,Brislington East,362045,170686,Freehold,,Building,,0.0718,,Investment Properties
"Bristol, City of",25/01/2016,4062,Land-Playingfield/Playground/Sports,St Pauls Adventure Playground,St Pauls Adventure Playground Thomas Street St Pauls Bristol BS2 9LL,,Thomas Street,Bristol,BS2 9LL,Ashley,359966,174134,Freehold,,Building,270.8,0.291307,Yes,Land and Buildings
"Bristol, City of",25/01/2016,6020,Land-Farm/Agriculture,Hilltop Farm,Hilltop Farm Novers Hill Bedminster Bristol BS4 5AS,,Novers Hill,Bristol,BS4 5AS,Filwood,358243,169633,Freehold,,Land,,9.419523,,Investment Properties
"Bristol, City of",25/01/2016,3828,Shop/Kiosk,24 Broadmead,24 Broadmead Broadmead Bristol BS1 3HA,24,Broadmead,Bristol,BS1 3HA,Cabot,359232,173412,Freehold,,Building,,0.0206,,Investment Properties
"Bristol, City of",25/01/2016,3802,Land-Cemetery,Ridgeway Park Cemetery,Ridgeway Park Cemetery Oakdene Avenue Eastville Bristol BS5 6QQ,,Oakdene Avenue,Bristol,BS5 6QQ,Eastville,361966,175343,Freehold,,Land,20.7,1.969417,Yes,Community
"Bristol, City of",25/01/2016,3803,Land-Cemetery,South Bristol Cemetery,South Bristol Cemetery Bridgwater Road Bedminster Down Bristol BS13 7AS,,Bridgwater Road,Bristol,BS13 7AS,Bishopsworth,356590,169900,Freehold,,Land,1064,15.888106,Yes,Community
"Bristol, City of",25/01/2016,3805,Crematorium,South Bristol Crematorium,South Bristol Crematorium Bridgwater Road Bedminster Down Bristol BS13 7AS,,Bridgwater Road,Bristol,BS13 7AS,Bishopsworth,356553,169784,Freehold,,Building,,0.149811,Yes,Land and Buildings
"Bristol, City of",25/01/2016,3806,Offices,South Bristol Crematorium Offices,South Bristol Crematorium Offices Bridgwater Road Bedminster Down Bristol BS13 7AS,,Bridgwater Road,Bristol,BS13 7AS,Bishopsworth,356691,169649,Freehold,,Building,,0.071042,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10236,Retail Warehouse,Avon Valley Business Park,Avon Valley Business Park Chapel Way St Anne Bristol BS4 4EU,,Chapel Way,Bristol,BS4 4EU,Brislington East,362167,172731,Freehold Reversion,,Building,,0.36329,,Investment Properties
"Bristol, City of",25/01/2016,14410,Swimming Pool,Jubilee Pool,Jubilee Pool Jubilee Road Knowle Bristol BS4 2LP,,Jubilee Road,Bristol,BS4 2LP,Knowle,361018,170623,Freehold,,Building,1456.6,0.148498,,Land and Buildings
"Bristol, City of",25/01/2016,7892,Land-Farm/Agriculture,Hartcliffe Community Park Farm,Hartcliffe Community Park Farm Lampton Avenue Hartcliffe Bristol BS13 0QH,,Lampton Avenue,Bristol,BS13 0QH,Whitchurch Park,359239,167305,Freehold,,Land,,11.430575,,Land and Buildings
"Bristol, City of",25/01/2016,7882,Public House,35 Corn Street,35 Corn Street City Centre Bristol BS1 1HT,35,Corn Street,Bristol,BS1 1HT,Cabot,358752,172986,Freehold,,Building,,0.0364,,Investment Properties
"Bristol, City of",25/01/2016,5220,Multi-Storey Car Park,Trenchard Street Multi-Storey Public Car Park,Trenchard Street Multi-Storey Public Car Park Trenchard Street City Centre Bristol BS1 5AN,,Trenchard Street,Bristol,BS1 5AN,Cabot,358429,173044,Freehold,,Building,25538,0.654101,Yes,Land and Buildings
"Bristol, City of",25/01/2016,5221,Store/Depot/Warehouse,Trenchard Street Multi Storey Car Park Showroom,Trenchard Street Multi Storey Car Park Showroom City Centre Bristol BS1 5AN,,Trenchard Street,Bristol,BS1 5AN,Cabot,358429,173044,Freehold,,Building,,0.141835,Yes,Land and Buildings
"Bristol, City of",25/01/2016,3108,Hotel/Guest House,Jurys Bristol Hotel,Jurys Bristol Hotel Prince Street Bristol BS1 4QF,,Prince Street,Bristol,BS1 4QF,Cabot,358612,172562,Freehold,,Building,,0.269413,,Investment Properties
"Bristol, City of",25/01/2016,3110,Offices,Pearl Assurance House,Pearl Assurance House 63 Queen Square/17 Prince Street Bristol BS1 4JZ,63,Queen Square,Bristol,BS1 4JZ,Cabot,358672,172636,Freehold,,Building,,0.0342,,Investment Properties
"Bristol, City of",25/01/2016,3116,Offices,59 Prince Street,59 Prince Street City Centre Bristol BS1 4PS,59,Prince Street,Bristol,BS1 4QH,Cabot,358638,172430,Freehold,,Building,190,0.0253,,Investment Properties
"Bristol, City of",25/01/2016,3117,Cafe/Restaurant,Princes Pantry,Princes Pantry Cabots Kiosk Prince Street Bristol BS1 4QA,,Prince Street,Bristol,BS1 4QA,Cabot,358637,172413,Freehold,,Building,,0.0021,,Investment Properties
"Bristol, City of",25/01/2016,10243,Retail Warehouse,Unit 17 Avon Valley Business Park,Unit 17 Avon Valley Business Park Chapel Way Bristol BS4 4EU,,Chapel Way,Bristol,BS4 4EU,Brislington East,362173,172645,Freehold,,Building,,0.010306,,Investment Properties
"Bristol, City of",25/01/2016,10246,Retail Warehouse,Units 20-23 Avon Valley Business Park,Units 20-23 Avon Valley Business Park Chapel Way St Annes Bristol BS4 4AB,20,St Annes Road,Bristol,BS4 4AB,Brislington East,361992,172767,Freehold,,Building,,0.19136,,Investment Properties
"Bristol, City of",25/01/2016,132555,Secondary School,The Orchard School PFI,The Orchard School PFI Filton Road Horfield Bristol BS7 0XZ,,Filton Road,Bristol,BS7 0XZ,Horfield,359757,177936,Management Agreement,,Building,,10.652772,,Land and Buildings
"Bristol, City of",25/01/2016,360,Youth Club/Centre,Hillfields Park Youth Centre,Hillfields Park Youth Centre Thicket Avenue Oldbury Court Bristol BS16 4EH,,Thicket Avenue,Bristol,BS16 4EH,Hillfields,364003,175266,Freehold,,Building,700,0.381492,Yes,Land and Buildings
"Bristol, City of",25/01/2016,1136,Outreach Centre,Bush Resource And Activity Centre,,,,,BS4 ,Brislington East,,,Freehold,Vacant,Building,190,0.018806,Yes,Land and Buildings
"Bristol, City of",25/01/2016,644,Primary School,Hannah More Primary School,Hannah More Primary School New Kingsley Road St Philips Bristol BS2 0LT,,New Kingsley Road,Bristol,BS2 0LT,Lawrence Hill,359847,172914,Freehold,,Building,2800.8,1.039516,Yes,Land and Buildings
"Bristol, City of",25/01/2016,5921,Shop/Kiosk,101-103 Fulford Road,101-103 Fulford Road Hartcliffe Bristol BS13 0AD,101,Fulford Road,Bristol,BS13 0AD,Hartcliffe,358348,168036,Freehold,,Building,,0.060656,,Investment Properties
"Bristol, City of",25/01/2016,5923,Shop/Kiosk,105 Fulford Road,105 Fulford Road Hartcliffe Bristol BS13 0AD,105,Fulford Road,Bristol,BS13 0AD,Hartcliffe,358365,168023,Freehold,,Building,,0.034503,,Investment Properties
"Bristol, City of",25/01/2016,5947,Hotel/Guest House,City Inn,City Inn Temple Way St Philips Bristol BS1 6BF,,Temple Way,Bristol,BS1 6BF,Lawrence Hill,359442,172683,Freehold,,Building,,0.264028,,Investment Properties
"Bristol, City of",25/01/2016,7283,Offices,Techno House,Techno House 2 Redcliffe Way Redcliff Bristol,,Redcliffe Way,Bristol,BS1 6NL,Lawrence Hill,359301,172339,Freehold,,Building,,0.165352,,Investment Properties
"Bristol, City of",25/01/2016,7286,Museum,Thomas Chattertons House,,,,,BS1 ,Lawrence Hill,,,Freehold,Vacant,Building,87,0.017985,,Surplus
"Bristol, City of",25/01/2016,5178,Cafe/Restaurant,Checkpoint Cafe,Checkpoint Cafe 13 Whitehouse Street Bedminster Bristol BS3 4AR,13,Whitehouse Street,Bristol,BS3 4AR,Southville,359147,171878,Freehold,,Building,,0.0173,,Investment Properties
"Bristol, City of",25/01/2016,5139,Shop/Kiosk,6 West Street,6 West Street St Philips Bristol BS2 0BH,6,West Street,Bristol,BS2 0BH,Lawrence Hill,359830,173209,Freehold,,Building,146.6,0.005952,,Land and Buildings
"Bristol, City of",25/01/2016,5142,Shop/Kiosk,17 Midland Road,,,,,BS2 ,Lawrence Hill,,,Freehold,Vacant,Building,,0.006214,,Land and Buildings
"Bristol, City of",25/01/2016,5144,Shop/Kiosk,21 Midland Road,21 Midland Road St Philips Bristol BS2 0JT,21,Midland Road,Bristol,BS2 0JT,Lawrence Hill,359851,173164,Freehold,,Building,,0.006546,,Investment Properties
"Bristol, City of",25/01/2016,5146,Store/Depot/Warehouse,48-54 West Street,48-54 West Street St Philips Bristol BS2 0BL,48,West Street,Bristol,BS2 0BL,Lawrence Hill,359961,173264,Freehold,,Building,,0.0715,,Land and Buildings
"Bristol, City of",25/01/2016,5986,Store/Depot/Warehouse,Universal Aluminium Systems,Universal Aluminium Systems Pennywell Road Easton Bristol BS5 0TZ,,Pennywell Road,Bristol,BS5 0TZ,Lawrence Hill,360189,174130,Freehold,,Building,,1.328378,,Investment Properties
"Bristol, City of",25/01/2016,3701,Industrial/Workshop,Lydstep Terrace - Former ITO Premises,Lydstep Terrace - Former ITO Premises Lydstep Terrace Bedminster Bristol BS3 1DR,,Lydstep Terrace,Bristol,BS3 1DR,Southville,358255,171773,Freehold Reversion,,Building,,0.1463,,Land and Buildings
"Bristol, City of",25/01/2016,3643,Land-Garden,Church Leaze - Garden Land At Rear Of 24,Church Leaze - Garden Land At Rear Of 24 Shirehampton Bristol BS11 9SY,24,Church Leaze,Bristol,BS11 9SY,Avonmouth,353044,176841,Freehold,,Land,,0.003175,,Land and Buildings
"Bristol, City of",25/01/2016,3644,Land-Garden,Church Leaze - Garden Land At Rear Of 25,Church Leaze - Garden Land At Rear Of 25 Shirehampton Bristol BS11 9SY,25,Church Leaze,Bristol,BS11 9SY,Avonmouth,353048,176839,Freehold,,Land,,0.003004,,Land and Buildings
"Bristol, City of",25/01/2016,3645,Land-Garden,Church Leaze - Garden Land At Rear Of 26,Church Leaze - Garden Land At Rear Of 26 Shirehampton Bristol BS11 9SY,26,Church Leaze,Bristol,BS11 9SZ,Avonmouth,353059,176847,Freehold,,Land,,0.003402,,Land and Buildings
"Bristol, City of",25/01/2016,3056,Museum,The Georgian House ,The Georgian House  7 Great George Street Clifton Bristol BS1 5RR,7,Great George Street,Bristol,BS1 5RR,Cabot,358183,172932,Freehold,,Building,985,0.0502,Yes,Land and Buildings
"Bristol, City of",25/01/2016,116624,Sports Building/Hall/Facility,Henbury Leisure Centre,Henbury Leisure Centre Avonmouth Way Henbury Bristol BS10 7NG,,Avonmouth Way,Bristol,BS10 7NG,Henbury,356193,179127,Freehold,,Building,,0.519172,,Land and Buildings
"Bristol, City of",25/01/2016,3364,Shop/Kiosk,16 Glyn Vale,16 Glyn Vale Bedminster Bristol BS3 5JG,16,Glyn Vale,Bristol,BS3 5JG,Filwood,359187,170579,Freehold,,Building,,0.0357,,Investment Properties
"Bristol, City of",25/01/2016,3207,Hotel/Guest House,The Washington Hotel,The Washington Hotel 11-13 St Pauls Road Clifton Bristol BS8 1LX,9,St Pauls Road,Bristol,BS8 1LX,Clifton East,357721,173530,Freehold,,Building,,0.0739,,Investment Properties
"Bristol, City of",25/01/2016,5895,Land-Residential,67-89 Bloy Street,67-89 Bloy Street Easton Bristol BS5 6AZ,67,Bloy Street,Bristol,BS5 6AZ,Easton,361193,174114,Freehold,,Land,,0.079778,Yes,Land and Buildings
"Bristol, City of",25/01/2016,4573,Offices,Mansion House Lodge,,,,,BS8 ,Clifton,,,Freehold,Vacant,Building,,0.006872,Yes,Land and Buildings
"Bristol, City of",25/01/2016,4574,Offices,Felixstowe,Felixstowe 11 The Promenade Clifton Down Bristol BS8 3NP,,Clifton Down,Bristol,BS8 3NP,Clifton,356636,173713,Freehold,,Building,900,0.094642,,Investment Properties
"Bristol, City of",25/01/2016,6107,Health Centre/Surgery,Doctors Surgery,Doctors Surgery 46 Capel Road - Part Of Lawrence Weston Bristol BS11 0RE,46,Capel Road,Bristol,BS11 0RE,Kingsweston,354665,178309,Freehold,,Building,,0.006273,,Investment Properties
"Bristol, City of",25/01/2016,5917,Sports Building/Hall/Facility,Willmott Park Bowls Club,Willmott Park Bowls Club 77 Fulford Road Hartcliffe Bristol BS13 0AA,77,Fulford Road,Bristol,BS13 0AA,Hartcliffe,358215,168075,Freehold,,Building,,0.274915,,Land and Buildings
"Bristol, City of",25/01/2016,5810,Community Centre/Facilities,The Trinity Centre,The Trinity Centre Trinity Road St Philips Bristol BS2 0NW,,Trinity Road,Bristol,BS2 0NW,Lawrence Hill,360062,173392,Freehold,,Building,1353.5,0.506346,,Land and Buildings
"Bristol, City of",25/01/2016,10659,Industrial/Workshop,Unit 5 Fourth Way,Unit 5 Fourth Way Avonmouth Bristol,,Fourth Way,Bristol,BS11 8DL,Avonmouth,353045,178256,Freehold,,Building,,0.504202,,Investment Properties
"Bristol, City of",25/01/2016,6124,Shop/Kiosk,3 All Saints Lane,3 All Saints Lane City Centre Bristol BS1 1JH,3,All Saints Lane,Bristol,BS1 1JH,Cabot,358868,173003,Freehold,,Building,,0.0024,,Investment Properties
"Bristol, City of",25/01/2016,5187,Land-Open Store/Yard,4 - 10 West Street,4 - 10 West Street Bedminster Bristol BS3 3LG,4,West Street,Bristol,BS3 3LG,Bedminster,358305,171370,Freehold,,Land,,0.044362,,Investment Properties
"Bristol, City of",25/01/2016,5191,Shop/Kiosk,96-98 West Street,96-98 West Street Bedminster Bristol BS3 3LR,96,West Street,Bristol,BS3 3LR,Bedminster,358104,171135,Freehold,,Building,,0.0178,,Investment Properties
"Bristol, City of",25/01/2016,443,Offices,The Speedwell Centre,The Speedwell Centre Whitefield Road Speedwell Bristol BS5 7TJ,,Whitefield Road,Bristol,BS5 7TJ,Hillfields,363063,174567,Informal Agreement,,Building,,0.12559,Yes,Land and Buildings
"Bristol, City of",25/01/2016,6249,Club/Cinema/Theatre,Colston Hall,Colston Hall Colston Street City Centre Bristol BS1 5AR,,Colston Street,Bristol,BS1 5AR,Cabot,358527,173039,Freehold,,Building,13426,0.431087,,Land and Buildings
"Bristol, City of",25/01/2016,4218,Offices,3 Queen Square,3 Queen Square City Centre Bristol BS1 4JQ,3,Queen Square,Bristol,BS1 4JQ,Cabot,358809,172648,Freehold,,Building,,0.013943,,Investment Properties
"Bristol, City of",25/01/2016,117641,Primary School,Greenfield Primary School,Greenfield Primary School Novers Lane Bristol BS4 1QW,,Novers Lane,Bristol,BS4 1QW,Filwood,358459,169319,Freehold,,Building,,3.509444,,Land and Buildings
"Bristol, City of",25/01/2016,4986,Shop/Kiosk,96-102 Queens Road ,96-102 Queens Road  Bishopsworth  Bristol  BS13 8PQ,102,Queens Road,Bristol,BS13 8PQ,Bishopsworth,356870,167945,Freehold,,Building,,0.121317,,Investment Properties
"Bristol, City of",25/01/2016,88209,Cafe/Restaurant,Blaise Castle Cafe,Blaise Castle Cafe Kings Weston Road Henbury Bristol BS10 7QT,,Kings Weston Road,Bristol,BS10 7QT,Henbury,355914,178674,Freehold,,Building,138.44,0.144953,,Land and Buildings
"Bristol, City of",25/01/2016,3365,Shop/Kiosk,18 Glyn Vale,18 Glyn Vale Bedminster Bristol BS3 5JG,18,Glyn Vale,Bristol,BS3 5JG,Filwood,359183,170575,Freehold,,Building,,0.015901,,Investment Properties
"Bristol, City of",25/01/2016,3366,Shop/Kiosk,20 Glyn Vale,20 Glyn Vale Bedminster Bristol BS3 5JG,20,Glyn Vale,Bristol,BS3 5JG,Filwood,359177,170569,Freehold,,Building,,0.017721,,Investment Properties
"Bristol, City of",25/01/2016,438,Sports Building/Hall/Facility,Whitehall Playing Field Pavilion,,,,,BS5 ,Easton,,,Freehold,Vacant,Building,988,0.172,,Investment Properties
"Bristol, City of",25/01/2016,116057,Offices,Gloucester House,Gloucester House Southmead Hospital Southmead Road Southmead Bristol BS10 5NB,,Southmead Road,Bristol,BS10 5NB,Horfield,359177,177590,Informal Agreement,,Building,,0.209566,Yes,Land and Buildings
"Bristol, City of",25/01/2016,5746,Land-Public Park,The Dings Park,The Dings Park Oxford Street St Philips Bristol BS2 0QU,,Oxford Street,Bristol,BS2 0QU,Lawrence Hill,360119,172717,Freehold,,Land,,0,Yes,Community
"Bristol, City of",25/01/2016,5089,Community Centre/Facilities,The Mede Community Centre ,The Mede Community Centre  1 Marshall Walk Knowle Bristol BS4 1TR,1,Marshall Walk,Bristol,BS4 1TR,Filwood,358744,169206,Freehold,,Building,,0.135935,,Land and Buildings
"Bristol, City of",25/01/2016,116594,Community Centre/Facilities,Symes Avenue Community Building And Library,Symes Avenue Community Building And Library Dowling Road Hartcliffe Bristol BS13 0BE,,Peterson Avenue,Bristol,BS13 0BE,Whitchurch Park,358470,167463,Leasehold,,Building,,0.074497,,Land and Buildings
"Bristol, City of",25/01/2016,4163,Land-Car/Lorry Park,Portwall Lane Public Car Park,Portwall Lane Public Car Park Portwall Lane Redcliff Bristol BS1 6NB,,Portwall Lane,Bristol,BS1 6NB,Lawrence Hill,359146,172402,Freehold,,Land,,0.318529,Yes,Land and Buildings
"Bristol, City of",25/01/2016,3841,Shop/Kiosk,65 Broadmead,65 Broadmead Broadmead Bristol BS1 3EA,65,Broadmead,Bristol,BS1 3EA,Cabot,359116,173310,Freehold,,Building,,0.0171,,Investment Properties
"Bristol, City of",25/01/2016,3842,Shop/Kiosk,72 Broadmead,72 Broadmead Broadmead Bristol BS1 3DR,72,Broadmead,Bristol,BS1 3DR,Cabot,359091,173340,Freehold,,Building,,0.0076,,Investment Properties
"Bristol, City of",25/01/2016,3843,Shop/Kiosk,73 Broadmead,73 Broadmead Broadmead Bristol BS1 3DX,73,Broadmead,Bristol,BS1 3DX,Cabot,359098,173296,Freehold,,Building,,0.0184,,Investment Properties
"Bristol, City of",25/01/2016,3844,Shop/Kiosk,74-76 Broadmead,74-76 Broadmead Broadmead Bristol BS1 3DR,74,Broadmead,Bristol,BS1 3DR,Cabot,359079,173342,Freehold,,Building,,0.0391,,Investment Properties
"Bristol, City of",25/01/2016,3846,Shop/Kiosk,77-79 Broadmead,77-79 Broadmead Broadmead Bristol BS1 3DX,77,Broadmead,Bristol,BS1 3DX,Cabot,359087,173293,Freehold,,Building,,0.050899,,Investment Properties
"Bristol, City of",25/01/2016,3847,Shop/Kiosk,Broadmead - 78-82 And The Horsefair - 18-26,Broadmead - 78-82 And The Horsefair - 18-26 78-82 Broadmead Broadmead Bristol BS1 3DS,78,Broadmead,Bristol,BS1 3DS,Cabot,359055,173392,Freehold Reversion,,Building,,0.25161,,Investment Properties
"Bristol, City of",25/01/2016,3848,Shop/Kiosk,81 Broadmead,81 Broadmead Broadmead Bristol BS1 3DT,81,Broadmead,Bristol,BS1 3DT,Cabot,359073,173288,Freehold,,Building,,0.0214,,Investment Properties
"Bristol, City of",25/01/2016,10239,Retail Warehouse,Unit 13 Avon Valley Business Park,Unit 13 Avon Valley Business Park Chapel Way Bristol BS4 4EU,,Chapel Way,Bristol,BS4 4EU,Brislington East,362172,172695,Freehold,,Building,,0.011287,,Investment Properties
"Bristol, City of",25/01/2016,3233,Land-Industrial,Ogdens Site,Ogdens Site Albert Road St Philips Marsh Bristol,,Albert Road,Bristol,BS2 0XW,Lawrence Hill,360115,171829,Freehold,,Land,,0.194892,,Investment Properties
"Bristol, City of",25/01/2016,3620,Shop/Kiosk,49-51 The Horsefair,49-51 The Horsefair Broadmead Bristol BS1 3JL,49,The Horsefair,Bristol,BS1 3JP,Cabot,359140,173484,Freehold,,Building,,0.0136,,Investment Properties
"Bristol, City of",25/01/2016,3622,Shop/Kiosk,The Horsefair - 59-65 And Bond Street 24-32,The Horsefair - 59-65 And Bond Street 24-32 Broadmead Bristol BS1 3JP,59,The Horsefair,Bristol,BS1 3JP,Cabot,359176,173496,Freehold,,Building,,0,,Investment Properties
"Bristol, City of",25/01/2016,3624,Shop/Kiosk,The Horsefair - 67-71 And Bond Street -34-38,The Horsefair - 67-71 And Bond Street -34-38 Broadmead Bristol BS1 3JP,67,The Horsefair,Bristol,BS1 3JP,Cabot,359200,173495,Freehold,,Building,,0.0534,,Investment Properties
"Bristol, City of",25/01/2016,3625,Shop/Kiosk,The Horsefair - 73-105 And Bond Street - 40-70,The Horsefair - 73-105 And Bond Street - 40-70 Broadmead Bristol BS1 3JP,73,The Horsefair,Bristol,BS1 3JP,Cabot,359229,173498,Freehold,,Building,,0.2766,,Investment Properties
"Bristol, City of",25/01/2016,3626,Shop/Kiosk,74-76 The Horsefair,74-76 The Horsefair Broadmead Bristol BS1 3JS,74,The Horsefair,Bristol,BS1 3JS,Cabot,359251,173464,Freehold,,Building,,0.018,,Investment Properties
"Bristol, City of",25/01/2016,3627,Shop/Kiosk,78-108 The Horsefair,78-108 The Horsefair Broadmead Bristol BS1 3JS,78,The Horsefair,Bristol,BS1 3JS,Cabot,359223,173464,Freehold,,Building,,0.1715,,Investment Properties
"Bristol, City of",25/01/2016,6358,Community Centre/Facilities,Greystoke Avenue Clubhouse,Greystoke Avenue Clubhouse Greystoke Avenue Bristol BS10 6BQ,,Greystoke Avenue,Bristol,BS10 6BQ,Southmead,358427,178434,Freehold,,Building,,0.041371,,Land and Buildings
"Bristol, City of",25/01/2016,5710,Land-Allotments-Statutory,St George Riding School,St George Riding School Marling Road St George Bristol BS5 7LP,,Marling Road,Bristol,BS5 7LP,St George West,363020,173602,Freehold,,Land,,0.905137,,Land and Buildings
"Bristol, City of",25/01/2016,5557,Shop/Kiosk,16/16A Filwood Broadway,16/16A Filwood Broadway Knowle Bristol BS4 1JN,16,Filwood Broadway,Bristol,BS4 1JN,Filwood,359353,169693,Freehold,,Building,,0.013884,,Investment Properties
"Bristol, City of",25/01/2016,5056,Cafe/Restaurant,76 Victoria Street,76 Victoria Street Temple Bristol BS1 6DF,76,Victoria Street,Bristol,BS1 6DR,Lawrence Hill,359304,172686,Freehold,,Building,,0.0085,,Investment Properties
"Bristol, City of",25/01/2016,5059,Offices,James Tudor House,James Tudor House 90 Victoria Street Temple Bristol BS1 6DF,90,Victoria Street,Bristol,BS1 6DF,Lawrence Hill,359337,172650,Freehold,,Building,,0.224153,,Investment Properties
